transaction_id,passenger_id,passenger_name,date,route,ticket_type,fare_paid_lkr,is_fraud,fraud_type,risk_score,risk_category,reason_for_flagging,suspected_fraud_type
TXN108349,PSG100994,Priyantha Abeywardena,2024-06-23,Colombo Fort - Ratnapura Line,Full Fare,420,0,,16.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108354,PSG101730,Nuwan Abeywardena,2024-06-23,Colombo Fort - Anuradhapura,Season Ticket,90,0,,18.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108348,PSG102951,Sunil Kumara,2024-06-23,Colombo Fort - Anuradhapura,Full Fare,180,0,,32.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108357,PSG100764,Nimal Abeywardena,2024-06-24,Colombo Fort - Anuradhapura,Disability Concession,54,0,,28.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108361,PSG101696,Malsha Jayawardena,2024-06-24,Colombo Fort - Galle,Full Fare,420,0,,11.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108358,PSG100779,Chaminda Wijesekara,2024-06-24,Colombo Fort - Badulla,Season Ticket,90,0,,20.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108364,PSG101826,Nuwan Karunaratne,2024-06-24,Colombo Fort - Anuradhapura,Student Concession,63,1,Abnormal Concession Usage,39.2,Low,Fare paid does not match official concession rate,Abnormal Concession Usage
TXN108363,PSG101429,Hansika Rathnayake,2024-06-24,Colombo Fort - Anuradhapura,Full Fare,950,0,,17.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108360,PSG100457,Sithumini Weerasinghe,2024-06-24,Colombo Fort - Galle,Full Fare,180,0,,11.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108362,PSG102212,Lasith Wijesekara,2024-06-24,Colombo Fort - Ratnapura Line,Disability Concession,126,0,,47.1,Medium,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108359,PSG101503,Sithumini Rathnayake,2024-06-24,Colombo Fort - Negombo (Coastal Line local),Full Fare,180,0,,8.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108356,PSG101700,Piyumi Abeywardena,2024-06-24,Colombo Fort - Trincomalee,Student Concession,72,0,,18.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108367,PSG102130,Priyantha Bandara,2024-06-25,Colombo Fort - Matara,Season Ticket,475,0,,50.6,Medium,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108370,PSG100989,Kamal Kumara,2024-06-25,Kandy - Badulla (Upcountry local),Full Fare,420,0,,23.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108366,PSG102886,Nuwan Perera,2024-06-25,Colombo Fort - Galle,Full Fare,180,0,,7.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108368,PSG101571,Ravindu Senanayake,2024-06-25,Colombo Fort - Negombo (Coastal Line local),Full Fare,950,0,,21.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108369,PSG102516,Kasun Silva,2024-06-25,Colombo Fort - Ratnapura Line,Student Concession,72,0,,35.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108365,PSG100197,Hansika Wijesekara,2024-06-25,Maradana - Puttalam,Full Fare,180,0,,7.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108376,PSG101191,Roshan Dissanayake,2024-06-26,Colombo Fort - Anuradhapura,Full Fare,180,1,Ticket Reuse,59.6,Medium,Ticket scanned multiple times (possible reuse),Ticket Reuse
TXN108373,PSG102088,Lasith Herath,2024-06-26,Colombo Fort - Galle,Full Fare,950,0,,20.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108375,PSG102002,Piyumi Rajapaksha,2024-06-26,Colombo Fort - Batticaloa,Government Employee Concession,108,0,,23.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108374,PSG101598,Priyantha de Zoysa,2024-06-26,Colombo Fort - Trincomalee,Full Fare,180,0,,11.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108371,PSG102132,Sithumini Rajapaksha,2024-06-26,Colombo Fort - Ratnapura Line,Season Ticket,90,0,,20.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108372,PSG102915,Lasith Jayawardena,2024-06-26,Colombo Fort - Galle,Full Fare,180,0,,6.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108382,PSG100091,Ishara Ekanayake,2024-06-27,Colombo Fort - Kandy,Government Employee Concession,99,1,Abnormal Concession Usage,58.6,Medium,Fare paid does not match official concession rate; Irregular fare during off-peak/night hours,Abnormal Concession Usage
TXN108378,PSG102516,Kasun Silva,2024-06-27,Colombo Fort - Badulla,Student Concession,168,0,,43.4,Medium,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108381,PSG101901,Piyumi Perera,2024-06-27,Colombo Fort - Ratnapura Line,Full Fare,180,0,,8.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108377,PSG101039,Ashan Silva,2024-06-27,Colombo Fort - Negombo (Coastal Line local),Full Fare,420,0,,37.6,Low,Passenger has multiple prior fraud incidents,Unclassified
TXN108380,PSG101905,Priyantha Rathnayake,2024-06-27,Colombo Fort - Kurunegala,Student Concession,72,0,,18.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108379,PSG100522,Hansika Jayawardena,2024-06-27,Colombo Fort - Vavuniya,Government Employee Concession,108,0,,18.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108383,PSG100713,Anushka Abeywardena,2024-06-27,Colombo Fort - Galle,Senior Citizen Concession,90,0,,47.9,Medium,Passenger has multiple prior fraud incidents,Unclassified
TXN108389,PSG102288,Sunil Jayawardena,2024-06-28,Colombo Fort - Negombo (Coastal Line local),Full Fare,420,0,,10.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108385,PSG102712,Lasith Bandara,2024-06-28,Colombo Fort - Negombo (Coastal Line local),Full Fare,180,0,,21.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108386,PSG101054,Dinesh Gunawardena,2024-06-28,Colombo Fort - Kandy,Season Ticket,210,0,,24.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108387,PSG101156,Nadeesha Fernando,2024-06-28,Colombo Fort - Trincomalee,Student Concession,72,0,,16.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108384,PSG100104,Ashan Kumara,2024-06-28,Colombo Fort - Batticaloa,Full Fare,180,0,,23.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108388,PSG102804,Dilani Silva,2024-06-28,Colombo Fort - Ratnapura Line,Full Fare,180,0,,14.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108390,PSG100625,Ashan Rathnayake,2024-06-28,Colombo Fort - Badulla,Student Concession,72,1,Suspicious Resale,69.7,High,Online booking with no assigned seat (possible resale),Suspicious Resale
TXN108392,PSG101615,Sanduni Bandara,2024-06-29,Colombo Fort - Vavuniya,Full Fare,180,0,,11.2,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108394,PSG100725,Dinesh Perera,2024-06-29,Colombo Fort - Galle,Government Employee Concession,108,0,,21.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108393,PSG101368,Sithumini Jayawardena,2024-06-29,Colombo Fort - Vavuniya,Full Fare,420,0,,13.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108391,PSG102115,Sunil Abeywardena,2024-06-29,Colombo Fort - Batticaloa,Student Concession,126,1,Abnormal Concession Usage,78.7,High,Fare paid does not match official concession rate,Abnormal Concession Usage
TXN108396,PSG100252,Dinesh Weerasinghe,2024-06-29,Colombo Fort - Kandy,Disability Concession,126,0,,58.6,Medium,Passenger has multiple prior fraud incidents,Unclassified
TXN108395,PSG101524,Chamara Herath,2024-06-29,Colombo Fort - Kurunegala,Government Employee Concession,570,0,,46.2,Medium,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108400,PSG102069,Yasas Karunaratne,2024-06-30,Colombo Fort - Ratnapura Line,Full Fare,420,0,,32.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108397,PSG103130,Saman Rathnayake,2024-06-30,Kandy - Badulla (Upcountry local),Senior Citizen Concession,210,0,,28.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108399,PSG102778,Saman Gunawardena,2024-06-30,Colombo Fort - Anuradhapura,Full Fare,420,0,,16.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108398,PSG102345,Nimal Fernando,2024-06-30,Colombo Fort - Anuradhapura,Full Fare,420,0,,25.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108406,PSG101443,Roshan Fernando,2024-07-01,Colombo Fort - Anuradhapura,Full Fare,180,1,Ticket Reuse,59.0,Medium,Ticket scanned multiple times (possible reuse),Ticket Reuse
TXN108403,PSG101547,Roshan Kumara,2024-07-01,Colombo Fort - Kurunegala,Season Ticket,475,0,,45.6,Medium,Passenger has multiple prior fraud incidents,Unclassified
TXN108404,PSG101269,Nadeesha Weerasinghe,2024-07-01,Colombo Fort - Kandy,Senior Citizen Concession,90,0,,21.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108401,PSG103192,Ashan Senanayake,2024-07-01,Colombo Fort - Badulla,Full Fare,180,0,,4.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108405,PSG100031,Kasun Rajapaksha,2024-07-01,Colombo Fort - Trincomalee,Full Fare,180,1,Suspicious Resale,70.7,High,Online booking with no assigned seat (possible resale),Suspicious Resale
TXN108402,PSG100393,Nimal Ekanayake,2024-07-01,Colombo Fort - Vavuniya,Student Concession,72,0,,23.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108409,PSG101716,Priyantha Wickramasinghe,2024-07-02,Colombo Fort - Vavuniya,Full Fare,950,0,,31.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108407,PSG101239,Sunil Silva,2024-07-02,Colombo Fort - Badulla,Full Fare,180,1,Ticket Reuse,54.8,Medium,Ticket scanned multiple times (possible reuse),Ticket Reuse
TXN108411,PSG100288,Roshan Karunaratne,2024-07-02,Colombo Fort - Negombo (Coastal Line local),Full Fare,180,0,,9.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108410,PSG100308,Ashan Gunawardena,2024-07-02,Colombo Fort - Kandy,Senior Citizen Concession,475,1,Ticket Reuse,78.2,High,Ticket scanned multiple times (possible reuse),Ticket Reuse
TXN108408,PSG101537,Sithumini Herath,2024-07-02,Colombo Fort - Badulla,Full Fare,180,0,,18.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108415,PSG101318,Kasun Herath,2024-07-03,Colombo Fort - Anuradhapura,Full Fare,180,0,,21.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108412,PSG102516,Kasun Silva,2024-07-03,Colombo Fort - Jaffna,Student Concession,72,0,,42.2,Medium,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108413,PSG102302,Priyantha Weerasinghe,2024-07-03,Colombo Fort - Ratnapura Line,Full Fare,420,1,Suspicious Resale,68.6,High,Online booking with no assigned seat (possible resale),Suspicious Resale
TXN108414,PSG101332,Priyantha Karunaratne,2024-07-03,Colombo Fort - Kandy,Season Ticket,210,0,,23.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108426,PSG102228,Sithumini Perera,2024-07-04,Kandy - Badulla (Upcountry local),Full Fare,420,0,,24.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108419,PSG100504,Sachini Karunaratne,2024-07-04,Colombo Fort - Kurunegala,Student Concession,72,0,,36.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108422,PSG100817,Nuwan Karunaratne,2024-07-04,Colombo Fort - Vavuniya,Full Fare,180,0,,22.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108417,PSG102297,Dilani Perera,2024-07-04,Colombo Fort - Anuradhapura,Full Fare,420,0,,20.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108424,PSG100886,Kasun Dissanayake,2024-07-04,Maradana - Puttalam,Full Fare,180,0,,11.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108421,PSG100281,Ishara Jayawardena,2024-07-04,Colombo Fort - Vavuniya,Season Ticket,210,0,,44.6,Medium,Passenger has multiple prior fraud incidents,Unclassified
TXN108418,PSG100884,Sunil Jayawardena,2024-07-04,Colombo Fort - Negombo (Coastal Line local),Government Employee Concession,108,0,,37.6,Low,Passenger has multiple prior fraud incidents,Unclassified
TXN108416,PSG101383,Tharindu Rajapaksha,2024-07-04,Colombo Fort - Badulla,Senior Citizen Concession,210,0,,29.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108423,PSG100326,Priyantha de Zoysa,2024-07-04,Colombo Fort - Vavuniya,Student Concession,72,0,,27.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108420,PSG103092,Chamara Wijesekara,2024-07-04,Colombo Fort - Ratnapura Line,Senior Citizen Concession,90,0,,25.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108425,PSG101676,Saman Herath,2024-07-04,Colombo Fort - Ratnapura Line,Season Ticket,90,0,,26.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108428,PSG100067,Malsha Wickramasinghe,2024-07-05,Kandy - Badulla (Upcountry local),Student Concession,72,0,,24.2,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108431,PSG101173,Lasith Kumara,2024-07-05,Colombo Fort - Batticaloa,Full Fare,420,0,,15.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108436,PSG100196,Tharindu Senanayake,2024-07-05,Colombo Fort - Anuradhapura,Full Fare,180,0,,23.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108427,PSG102731,Hansika Gunawardena,2024-07-05,Colombo Fort - Jaffna,Full Fare,180,0,,10.2,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108432,PSG101853,Ruwan Kumara,2024-07-05,Colombo Fort - Jaffna,Full Fare,180,0,,12.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108435,PSG101560,Dilani Rajapaksha,2024-07-05,Colombo Fort - Badulla,Government Employee Concession,108,0,,26.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108433,PSG102904,Ishara Dissanayake,2024-07-05,Kandy - Badulla (Upcountry local),Student Concession,168,0,,17.2,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108429,PSG100281,Ishara Jayawardena,2024-07-05,Maradana - Puttalam,Senior Citizen Concession,475,0,,58.4,Medium,Passenger has multiple prior fraud incidents,Unclassified
TXN108430,PSG100362,Malsha Silva,2024-07-05,Colombo Fort - Ratnapura Line,Full Fare,180,0,,11.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108434,PSG101898,Anushka Fernando,2024-07-05,Colombo Fort - Jaffna,Season Ticket,90,0,,26.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108439,PSG100434,Ravindu Perera,2024-07-06,Colombo Fort - Badulla,Full Fare,950,1,Suspicious Resale,54.9,Medium,Passenger has multiple prior fraud incidents,Unclassified
TXN108448,PSG102833,Priyantha de Zoysa,2024-07-06,Colombo Fort - Galle,Full Fare,950,0,,19.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108450,PSG102698,Gayan Dissanayake,2024-07-06,Colombo Fort - Jaffna,Senior Citizen Concession,90,0,,25.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108438,PSG101368,Sithumini Jayawardena,2024-07-06,Colombo Fort - Kandy,Full Fare,180,0,,13.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108437,PSG102443,Anushka Karunaratne,2024-07-06,Colombo Fort - Kandy,Season Ticket,90,0,,19.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108442,PSG100147,Kavindi Karunaratne,2024-07-06,Colombo Fort - Jaffna,Disability Concession,126,0,,62.5,Medium,Passenger has multiple prior fraud incidents,Unclassified
TXN108443,PSG100782,Kavindi Weerasinghe,2024-07-06,Colombo Fort - Negombo (Coastal Line local),Student Concession,168,0,,20.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108441,PSG101644,Chamara Jayawardena,2024-07-06,Colombo Fort - Negombo (Coastal Line local),Full Fare,420,0,,17.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108446,PSG100118,Chathurika Rathnayake,2024-07-06,Colombo Fort - Galle,Government Employee Concession,570,0,,57.7,Medium,Passenger has multiple prior fraud incidents,Unclassified
TXN108447,PSG101014,Nadeesha Wickramasinghe,2024-07-06,Colombo Fort - Matara,Season Ticket,90,0,,15.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108440,PSG103179,Kamal Karunaratne,2024-07-06,Colombo Fort - Matara,Season Ticket,90,0,,16.2,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108444,PSG101255,Chamara Wijesekara,2024-07-06,Colombo Fort - Ratnapura Line,Full Fare,420,0,,21.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108449,PSG101572,Sachini Senanayake,2024-07-06,Kandy - Badulla (Upcountry local),Government Employee Concession,252,0,,28.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108445,PSG101956,Chamara Senanayake,2024-07-06,Colombo Fort - Ratnapura Line,Full Fare,180,0,,30.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108456,PSG101860,Chathurika Senanayake,2024-07-07,Colombo Fort - Galle,Full Fare,180,0,,22.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108458,PSG100038,Lasith Bandara,2024-07-07,Colombo Fort - Kurunegala,Senior Citizen Concession,90,0,,51.9,Medium,Passenger has multiple prior fraud incidents,Unclassified
TXN108457,PSG101274,Ishara Silva,2024-07-07,Colombo Fort - Badulla,Full Fare,180,0,,8.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108451,PSG100418,Piyumi Jayawardena,2024-07-07,Kandy - Badulla (Upcountry local),Season Ticket,90,0,,16.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108455,PSG101376,Sithumini Ekanayake,2024-07-07,Colombo Fort - Matara,Student Concession,72,0,,16.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108452,PSG102553,Sachini Rajapaksha,2024-07-07,Colombo Fort - Negombo (Coastal Line local),Full Fare,420,0,,17.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108453,PSG100068,Dilani Perera,2024-07-07,Colombo Fort - Kurunegala,Full Fare,180,0,,10.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108454,PSG101301,Malsha Senanayake,2024-07-07,Colombo Fort - Badulla,Student Concession,72,0,,22.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108459,PSG101056,Roshan Abeywardena,2024-07-07,Colombo Fort - Jaffna,Season Ticket,90,0,,33.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108466,PSG102440,Tharindu Rajapaksha,2024-07-08,Colombo Fort - Kandy,Full Fare,180,0,,18.2,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108461,PSG100426,Gayan Bandara,2024-07-08,Colombo Fort - Negombo (Coastal Line local),Senior Citizen Concession,90,0,,14.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108465,PSG101844,Chaminda Jayawardena,2024-07-08,Colombo Fort - Kurunegala,Season Ticket,90,0,,15.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108462,PSG100781,Ashan Abeywardena,2024-07-08,Colombo Fort - Kurunegala,Senior Citizen Concession,210,0,,24.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108467,PSG100037,Anushka Weerasinghe,2024-07-08,Colombo Fort - Vavuniya,Full Fare,180,0,,14.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108460,PSG102946,Saman Wickramasinghe,2024-07-08,Maradana - Puttalam,Full Fare,180,0,,12.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108464,PSG101297,Lasith Jayawardena,2024-07-08,Colombo Fort - Matara,Full Fare,420,0,,11.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108468,PSG103191,Dilani Perera,2024-07-08,Colombo Fort - Ratnapura Line,Season Ticket,90,0,,27.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108463,PSG101914,Anushka Jayawardena,2024-07-08,Colombo Fort - Badulla,Full Fare,180,0,,23.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108474,PSG102583,Hansika Jayawardena,2024-07-09,Colombo Fort - Batticaloa,Student Concession,72,0,,18.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108471,PSG101794,Chathurika Abeywardena,2024-07-09,Colombo Fort - Vavuniya,Full Fare,180,0,,11.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108473,PSG100045,Ravindu de Zoysa,2024-07-09,Colombo Fort - Ratnapura Line,Full Fare,180,0,,7.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108475,PSG102222,Sachini Rathnayake,2024-07-09,Colombo Fort - Negombo (Coastal Line local),Full Fare,420,0,,25.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108470,PSG102027,Nimal Dissanayake,2024-07-09,Colombo Fort - Negombo (Coastal Line local),Full Fare,180,0,,16.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108469,PSG101020,Dinesh Wijesekara,2024-07-09,Colombo Fort - Kurunegala,Full Fare,180,0,,10.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108472,PSG103068,Ruwan Herath,2024-07-09,Colombo Fort - Trincomalee,Full Fare,180,0,,21.2,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108477,PSG102363,Sunil Wijesekara,2024-07-10,Colombo Fort - Galle,Senior Citizen Concession,90,0,,16.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108481,PSG102635,Chamara Rathnayake,2024-07-10,Colombo Fort - Matara,Full Fare,180,0,,12.2,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108480,PSG101107,Saman Dissanayake,2024-07-10,Kandy - Badulla (Upcountry local),Full Fare,180,0,,7.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108476,PSG102565,Lasith Dissanayake,2024-07-10,Colombo Fort - Vavuniya,Full Fare,420,0,,16.0,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108483,PSG101835,Ruwan Fernando,2024-07-10,Colombo Fort - Jaffna,Full Fare,180,0,,12.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108479,PSG102756,Roshan Wijesekara,2024-07-10,Colombo Fort - Negombo (Coastal Line local),Season Ticket,90,0,,18.2,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108482,PSG101060,Malsha Rajapaksha,2024-07-10,Colombo Fort - Anuradhapura,Full Fare,180,0,,36.3,Low,Passenger has multiple prior fraud incidents,Unclassified
TXN108478,PSG103028,Nimal Amarasinghe,2024-07-10,Maradana - Puttalam,Full Fare,420,0,,18.4,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108485,PSG101652,Saman Gunawardena,2024-07-11,Colombo Fort - Jaffna,Full Fare,180,0,,12.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108487,PSG102961,Chathurika Rajapaksha,2024-07-11,Maradana - Puttalam,Student Concession,72,1,Suspicious Resale,70.4,High,Online booking with no assigned seat (possible resale),Suspicious Resale
TXN108484,PSG102714,Nimal Wijesekara,2024-07-11,Colombo Fort - Badulla,Student Concession,72,0,,49.5,Medium,Passenger has multiple prior fraud incidents,Unclassified
TXN108486,PSG102807,Sithumini Herath,2024-07-11,Colombo Fort - Galle,Season Ticket,90,0,,26.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108497,PSG100502,Saman Abeywardena,2024-07-12,Kandy - Badulla (Upcountry local),Full Fare,180,0,,17.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108495,PSG102912,Nadeesha Karunaratne,2024-07-12,Colombo Fort - Batticaloa,Full Fare,180,0,,10.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108496,PSG101750,Kamal Amarasinghe,2024-07-12,Colombo Fort - Matara,Senior Citizen Concession,210,0,,20.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108490,PSG100548,Sanduni Kumara,2024-07-12,Maradana - Puttalam,Full Fare,180,0,,7.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108489,PSG101093,Lasith Gunawardena,2024-07-12,Colombo Fort - Negombo (Coastal Line local),Senior Citizen Concession,90,0,,19.2,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108491,PSG101733,Kavindi Gunawardena,2024-07-12,Kandy - Badulla (Upcountry local),Full Fare,180,0,,6.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108492,PSG103129,Hansika Abeywardena,2024-07-12,Colombo Fort - Badulla,Senior Citizen Concession,90,0,,14.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108493,PSG100372,Malsha Dissanayake,2024-07-12,Colombo Fort - Batticaloa,Student Concession,72,0,,18.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108488,PSG102309,Dilani Wijesekara,2024-07-12,Kandy - Badulla (Upcountry local),Full Fare,180,0,,6.6,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108494,PSG100307,Anushka Amarasinghe,2024-07-12,Colombo Fort - Negombo (Coastal Line local),Season Ticket,90,0,,26.8,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108504,PSG100593,Ruwan Senanayake,2024-07-13,Colombo Fort - Ratnapura Line,Full Fare,180,0,,35.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108506,PSG100172,Roshan Gunawardena,2024-07-13,Colombo Fort - Galle,Full Fare,420,0,,29.3,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108505,PSG100318,Ashan Gunawardena,2024-07-13,Colombo Fort - Negombo (Coastal Line local),Full Fare,180,0,,12.1,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108499,PSG102117,Ashan Perera,2024-07-13,Colombo Fort - Jaffna,Disability Concession,126,0,,53.9,Medium,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108503,PSG101728,Sachini Perera,2024-07-13,Kandy - Badulla (Upcountry local),Student Concession,72,0,,28.9,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108501,PSG101463,Dilani Wickramasinghe,2024-07-13,Maradana - Puttalam,Full Fare,420,1,Suspicious Resale,27.7,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
TXN108498,PSG101572,Sachini Senanayake,2024-07-13,Colombo Fort - Badulla,Season Ticket,90,0,,19.5,Low,No strong rule triggered — flagged by model anomaly score only,Unclassified
