transaction_id,passenger_id,passenger_name,date,time,day_of_week,route,travel_class,ticket_type,standard_fare_lkr,fare_paid_lkr,payment_method,booking_channel,seat_number,ticket_scan_count,inspection_status,is_fraud,fraud_type
TXN104857,PSG103034,Ruwan Rajapaksha,2023-01-26T00:00:00,16:49,Thursday,Colombo Fort - Vavuniya,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Inspected,0,None
TXN104859,PSG100244,Sachini Amarasinghe,2023-01-26T00:00:00,19:58,Thursday,Colombo Fort - Vavuniya,1st Class,Government Employee Concession,950,570,Cash,Station Counter,,1,Inspected,0,None
TXN104861,PSG100619,Dinesh Perera,2023-01-26T00:00:00,20:14,Thursday,Colombo Fort - Kurunegala,1st Class,Full Fare,950,950,Online,Online,73.0,1,Not Inspected,0,None
TXN104856,PSG101986,Saman Gunawardena,2023-01-26T00:00:00,20:41,Thursday,Colombo Fort - Kandy,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN104873,PSG100347,Sunil Gunawardena,2023-01-27T00:00:00,07:20,Friday,Colombo Fort - Galle,3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Not Inspected,0,None
TXN104869,PSG102499,Anushka Weerasinghe,2023-01-27T00:00:00,08:05,Friday,Colombo Fort - Badulla,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN104874,PSG101606,Kasun Rajapaksha,2023-01-27T00:00:00,10:44,Friday,Colombo Fort - Trincomalee,2nd Class,Full Fare,420,420,Online,Online,197.0,1,Not Inspected,0,None
TXN104868,PSG100030,Roshan Herath,2023-01-27T00:00:00,13:03,Friday,Maradana - Puttalam,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104864,PSG101927,Ishara Herath,2023-01-27T00:00:00,13:48,Friday,Colombo Fort - Anuradhapura,3rd Class,Government Employee Concession,180,108,Online,Online,13.0,1,Not Inspected,0,None
TXN104870,PSG102013,Priyantha Rathnayake,2023-01-27T00:00:00,14:44,Friday,Kandy - Badulla (Upcountry local),2nd Class,Government Employee Concession,420,252,Online,Online,383.0,1,Not Inspected,0,None
TXN104875,PSG102526,Gayan Abeywardena,2023-01-27T00:00:00,15:06,Friday,Colombo Fort - Kurunegala,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN104867,PSG102671,Sithumini Rathnayake,2023-01-27T00:00:00,16:02,Friday,Colombo Fort - Anuradhapura,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104865,PSG100864,Ravindu Silva,2023-01-27T00:00:00,16:58,Friday,Colombo Fort - Trincomalee,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN104872,PSG102714,Nimal Wijesekara,2023-01-27T00:00:00,17:29,Friday,Colombo Fort - Matara,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN104866,PSG101196,Dilani Bandara,2023-01-27T00:00:00,18:30,Friday,Colombo Fort - Galle,3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Inspected,0,None
TXN104871,PSG100994,Priyantha Abeywardena,2023-01-27T00:00:00,19:09,Friday,Maradana - Puttalam,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN104879,PSG102916,Piyumi Bandara,2023-01-28T00:00:00,05:01,Saturday,Colombo Fort - Ratnapura Line,3rd Class,Student Concession,180,54,Cash,Station Counter,,1,Not Inspected,1,Abnormal Concession Usage
TXN104881,PSG101679,Chamara Karunaratne,2023-01-28T00:00:00,05:13,Saturday,Colombo Fort - Batticaloa,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN104878,PSG101714,Malsha Wickramasinghe,2023-01-28T00:00:00,08:53,Saturday,Colombo Fort - Kandy,3rd Class,Senior Citizen Concession,180,90,Online,Online,321.0,1,Not Inspected,0,None
TXN104877,PSG101402,Chamara Rajapaksha,2023-01-28T00:00:00,09:01,Saturday,Kandy - Badulla (Upcountry local),2nd Class,Season Ticket,420,210,Online,Online,57.0,1,Not Inspected,0,None
TXN104882,PSG101910,Saman Perera,2023-01-28T00:00:00,09:31,Saturday,Colombo Fort - Vavuniya,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104876,PSG102422,Sachini Kumara,2023-01-28T00:00:00,10:51,Saturday,Maradana - Puttalam,1st Class,Full Fare,950,950,Cash,Station Counter,,1,Not Inspected,0,None
TXN104880,PSG100694,Yasas Abeywardena,2023-01-28T00:00:00,14:49,Saturday,Colombo Fort - Badulla,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104886,PSG101953,Hansika Rajapaksha,2023-01-29T00:00:00,05:39,Sunday,Colombo Fort - Jaffna,2nd Class,Season Ticket,420,210,Online,Station Counter,,1,Inspected,0,None
TXN104890,PSG101464,Chamara Ekanayake,2023-01-29T00:00:00,09:24,Sunday,Colombo Fort - Vavuniya,1st Class,Government Employee Concession,950,570,Cash,Station Counter,,1,Not Inspected,0,None
TXN104884,PSG100972,Tharindu Silva,2023-01-29T00:00:00,10:30,Sunday,Colombo Fort - Matara,3rd Class,Student Concession,180,72,Online,Station Counter,,1,Inspected,0,None
TXN104887,PSG102314,Sachini Dissanayake,2023-01-29T00:00:00,11:13,Sunday,Colombo Fort - Badulla,2nd Class,Season Ticket,420,210,Cash,Station Counter,,1,Not Inspected,0,None
TXN104883,PSG100719,Lasith Rajapaksha,2023-01-29T00:00:00,11:19,Sunday,Colombo Fort - Vavuniya,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN104892,PSG100635,Tharindu Silva,2023-01-29T00:00:00,13:15,Sunday,Colombo Fort - Trincomalee,1st Class,Senior Citizen Concession,950,475,Online,Online,,1,Inspected,1,Suspicious Resale
TXN104889,PSG102537,Ruwan Dissanayake,2023-01-29T00:00:00,13:24,Sunday,Maradana - Puttalam,2nd Class,Government Employee Concession,420,252,Cash,Station Counter,,1,Not Inspected,0,None
TXN104885,PSG101889,Chaminda Rathnayake,2023-01-29T00:00:00,13:25,Sunday,Colombo Fort - Kandy,2nd Class,Senior Citizen Concession,420,210,Online,Online,,1,Not Inspected,1,Suspicious Resale
TXN104888,PSG101226,Sunil Weerasinghe,2023-01-29T00:00:00,15:13,Sunday,Colombo Fort - Ratnapura Line,2nd Class,Government Employee Concession,420,252,Online,Online,141.0,5,Inspected,1,Ticket Reuse
TXN104891,PSG100796,Tharindu Perera,2023-01-29T00:00:00,16:13,Sunday,Colombo Fort - Galle,3rd Class,Full Fare,180,180,Online,Station Counter,,1,Not Inspected,0,None
TXN104894,PSG101381,Kasun Perera,2023-01-30T00:00:00,06:05,Monday,Colombo Fort - Matara,3rd Class,Full Fare,180,180,Online,Online,97.0,1,Not Inspected,0,None
TXN104897,PSG103089,Malsha Abeywardena,2023-01-30T00:00:00,06:10,Monday,Colombo Fort - Negombo (Coastal Line local),3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104899,PSG102296,Sunil Herath,2023-01-30T00:00:00,10:09,Monday,Colombo Fort - Negombo (Coastal Line local),3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104896,PSG101588,Dilani Gunawardena,2023-01-30T00:00:00,12:11,Monday,Colombo Fort - Ratnapura Line,3rd Class,Full Fare,180,180,Online,Station Counter,,1,Inspected,0,None
TXN104898,PSG100479,Chaminda Rathnayake,2023-01-30T00:00:00,15:28,Monday,Colombo Fort - Kandy,3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Inspected,0,None
TXN104893,PSG101520,Tharindu Gunawardena,2023-01-30T00:00:00,17:59,Monday,Colombo Fort - Jaffna,3rd Class,Full Fare,180,180,Online,Station Counter,,1,Inspected,0,None
TXN104900,PSG101060,Malsha Rajapaksha,2023-01-30T00:00:00,18:28,Monday,Maradana - Puttalam,3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Not Inspected,0,None
TXN104895,PSG101893,Chamara Perera,2023-01-30T00:00:00,19:09,Monday,Colombo Fort - Trincomalee,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN104908,PSG101623,Malsha Fernando,2023-01-31T00:00:00,06:16,Tuesday,Maradana - Puttalam,3rd Class,Senior Citizen Concession,180,72,Cash,Station Counter,,1,Inspected,1,Abnormal Concession Usage
TXN104906,PSG100281,Ishara Jayawardena,2023-01-31T00:00:00,06:42,Tuesday,Colombo Fort - Vavuniya,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Inspected,0,None
TXN104909,PSG101048,Gayan Wijesekara,2023-01-31T00:00:00,06:58,Tuesday,Colombo Fort - Kandy,2nd Class,Full Fare,420,420,Online,Online,189.0,1,Inspected,0,None
TXN104904,PSG102961,Chathurika Rajapaksha,2023-01-31T00:00:00,09:48,Tuesday,Colombo Fort - Vavuniya,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Inspected,0,None
TXN104901,PSG103042,Anushka Kumara,2023-01-31T00:00:00,10:06,Tuesday,Colombo Fort - Galle,3rd Class,Full Fare,180,180,Online,Station Counter,,1,Inspected,0,None
TXN104907,PSG102564,Anushka Amarasinghe,2023-01-31T00:00:00,10:29,Tuesday,Colombo Fort - Badulla,3rd Class,Government Employee Concession,180,108,Cash,Station Counter,,1,Not Inspected,0,None
TXN104910,PSG101411,Saman Rajapaksha,2023-01-31T00:00:00,11:45,Tuesday,Colombo Fort - Trincomalee,2nd Class,Student Concession,420,168,Cash,Station Counter,,2,Inspected,1,Ticket Reuse
TXN104905,PSG102532,Nadeesha Ekanayake,2023-01-31T00:00:00,12:34,Tuesday,Colombo Fort - Anuradhapura,3rd Class,Full Fare,180,180,Online,Station Counter,,1,Not Inspected,0,None
TXN104911,PSG101374,Nuwan Rajapaksha,2023-01-31T00:00:00,13:02,Tuesday,Colombo Fort - Anuradhapura,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN104902,PSG102673,Ishara Weerasinghe,2023-01-31T00:00:00,14:26,Tuesday,Colombo Fort - Badulla,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104912,PSG102624,Roshan Senanayake,2023-01-31T00:00:00,15:25,Tuesday,Colombo Fort - Ratnapura Line,2nd Class,Full Fare,420,420,Online,Online,322.0,1,Not Inspected,0,None
TXN104903,PSG101259,Ruwan Rajapaksha,2023-01-31T00:00:00,16:57,Tuesday,Colombo Fort - Trincomalee,2nd Class,Senior Citizen Concession,420,210,Cash,Station Counter,,1,Not Inspected,0,None
TXN104917,PSG100504,Sachini Karunaratne,2023-02-01T00:00:00,05:04,Wednesday,Colombo Fort - Negombo (Coastal Line local),3rd Class,Full Fare,180,180,Online,Online,89.0,1,Not Inspected,0,None
TXN104916,PSG101873,Ravindu Rajapaksha,2023-02-01T00:00:00,07:42,Wednesday,Colombo Fort - Batticaloa,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104918,PSG100782,Kavindi Weerasinghe,2023-02-01T00:00:00,08:42,Wednesday,Colombo Fort - Negombo (Coastal Line local),2nd Class,Full Fare,420,420,Online,Station Counter,,1,Inspected,0,None
TXN104915,PSG102877,Ruwan Rathnayake,2023-02-01T00:00:00,11:42,Wednesday,Colombo Fort - Anuradhapura,2nd Class,Government Employee Concession,420,252,Online,Online,106.0,1,Not Inspected,0,None
TXN104913,PSG100448,Nadeesha Fernando,2023-02-01T00:00:00,18:03,Wednesday,Colombo Fort - Batticaloa,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104914,PSG101613,Sithumini Dissanayake,2023-02-01T00:00:00,20:28,Wednesday,Colombo Fort - Kurunegala,3rd Class,Season Ticket,180,90,Online,Online,294.0,3,Inspected,1,Ticket Reuse
TXN104923,PSG101847,Tharindu Amarasinghe,2023-02-02T00:00:00,08:24,Thursday,Colombo Fort - Anuradhapura,2nd Class,Student Concession,420,168,Cash,Station Counter,,1,Not Inspected,0,None
TXN104925,PSG103019,Ravindu Bandara,2023-02-02T00:00:00,09:29,Thursday,Colombo Fort - Matara,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Inspected,0,None
TXN104926,PSG100235,Sachini de Zoysa,2023-02-02T00:00:00,11:00,Thursday,Colombo Fort - Trincomalee,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104922,PSG102263,Nimal Fernando,2023-02-02T00:00:00,11:56,Thursday,Colombo Fort - Badulla,1st Class,Government Employee Concession,950,570,Cash,Station Counter,,1,Not Inspected,0,None
TXN104927,PSG100347,Sunil Gunawardena,2023-02-02T00:00:00,12:26,Thursday,Colombo Fort - Anuradhapura,3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Not Inspected,0,None
TXN104920,PSG100442,Piyumi Herath,2023-02-02T00:00:00,12:36,Thursday,Colombo Fort - Badulla,1st Class,Full Fare,950,950,Cash,Station Counter,,1,Not Inspected,0,None
TXN104921,PSG100989,Kamal Kumara,2023-02-02T00:00:00,13:20,Thursday,Colombo Fort - Badulla,3rd Class,Season Ticket,180,90,Online,Online,13.0,1,Not Inspected,0,None
TXN104919,PSG101843,Saman Abeywardena,2023-02-02T00:00:00,13:43,Thursday,Colombo Fort - Negombo (Coastal Line local),3rd Class,Student Concession,180,54,Online,Station Counter,,1,Not Inspected,1,Abnormal Concession Usage
TXN104924,PSG101335,Malsha Wijesekara,2023-02-02T00:00:00,17:14,Thursday,Colombo Fort - Kandy,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN104930,PSG102080,Nuwan Dissanayake,2023-02-03T00:00:00,05:51,Friday,Maradana - Puttalam,2nd Class,Full Fare,420,420,Online,Station Counter,,1,Not Inspected,0,None
TXN104934,PSG102907,Sithumini Fernando,2023-02-03T00:00:00,07:36,Friday,Colombo Fort - Jaffna,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN104932,PSG101406,Chamara Rajapaksha,2023-02-03T00:00:00,10:07,Friday,Maradana - Puttalam,1st Class,Full Fare,950,950,Online,Online,395.0,1,Inspected,0,None
TXN104933,PSG101717,Ashan Amarasinghe,2023-02-03T00:00:00,12:57,Friday,Maradana - Puttalam,3rd Class,Full Fare,180,180,Online,Station Counter,,1,Inspected,0,None
TXN104928,PSG101834,Nuwan Bandara,2023-02-03T00:00:00,13:33,Friday,Colombo Fort - Vavuniya,3rd Class,Full Fare,180,180,Online,Online,234.0,1,Not Inspected,0,None
TXN104935,PSG102549,Gayan Gunawardena,2023-02-03T00:00:00,14:55,Friday,Colombo Fort - Anuradhapura,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104931,PSG102956,Anushka Jayawardena,2023-02-03T00:00:00,16:07,Friday,Colombo Fort - Galle,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104929,PSG101650,Chathurika Gunawardena,2023-02-03T00:00:00,20:30,Friday,Maradana - Puttalam,3rd Class,Student Concession,180,72,Online,Online,388.0,1,Not Inspected,0,None
TXN104938,PSG100342,Chamara de Zoysa,2023-02-04T00:00:00,06:38,Saturday,Colombo Fort - Kandy,3rd Class,Senior Citizen Concession,180,81,Online,Online,378.0,1,Inspected,1,Abnormal Concession Usage
TXN104937,PSG100985,Piyumi Abeywardena,2023-02-04T00:00:00,07:27,Saturday,Colombo Fort - Negombo (Coastal Line local),3rd Class,Full Fare,180,180,Online,Online,302.0,1,Not Inspected,0,None
TXN104941,PSG101464,Chamara Ekanayake,2023-02-04T00:00:00,07:53,Saturday,Colombo Fort - Kurunegala,2nd Class,Full Fare,420,420,Online,Online,83.0,1,Not Inspected,0,None
TXN104942,PSG102277,Hansika Bandara,2023-02-04T00:00:00,10:49,Saturday,Colombo Fort - Anuradhapura,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104939,PSG103146,Kamal Herath,2023-02-04T00:00:00,12:35,Saturday,Colombo Fort - Matara,3rd Class,Student Concession,180,72,Online,Online,,1,Inspected,1,Suspicious Resale
TXN104940,PSG100996,Dinesh Amarasinghe,2023-02-04T00:00:00,13:19,Saturday,Colombo Fort - Batticaloa,2nd Class,Student Concession,420,168,Online,Station Counter,,1,Inspected,0,None
TXN104936,PSG103078,Sunil Amarasinghe,2023-02-04T00:00:00,13:37,Saturday,Maradana - Puttalam,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN104945,PSG103005,Tharindu Kumara,2023-02-05T00:00:00,05:10,Sunday,Colombo Fort - Badulla,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN104944,PSG101610,Anushka Gunawardena,2023-02-05T00:00:00,08:27,Sunday,Colombo Fort - Matara,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104947,PSG102266,Hansika Kumara,2023-02-05T00:00:00,08:32,Sunday,Maradana - Puttalam,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN104943,PSG100230,Hansika Silva,2023-02-05T00:00:00,10:08,Sunday,Colombo Fort - Batticaloa,3rd Class,Student Concession,180,72,Online,Online,,1,Inspected,1,Suspicious Resale
TXN104948,PSG100407,Malsha de Zoysa,2023-02-05T00:00:00,12:11,Sunday,Maradana - Puttalam,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104946,PSG101870,Priyantha Wickramasinghe,2023-02-05T00:00:00,19:25,Sunday,Colombo Fort - Vavuniya,3rd Class,Season Ticket,180,90,Online,Station Counter,,1,Not Inspected,0,None
TXN104951,PSG101534,Ruwan Fernando,2023-02-06T00:00:00,05:07,Monday,Colombo Fort - Vavuniya,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN104949,PSG102096,Sachini Perera,2023-02-06T00:00:00,07:02,Monday,Kandy - Badulla (Upcountry local),3rd Class,Full Fare,180,180,Online,Online,261.0,1,Not Inspected,0,None
TXN104954,PSG102718,Nuwan Perera,2023-02-06T00:00:00,13:08,Monday,Colombo Fort - Vavuniya,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Inspected,0,None
TXN104950,PSG101410,Kavindi de Zoysa,2023-02-06T00:00:00,17:37,Monday,Colombo Fort - Galle,3rd Class,Full Fare,180,180,Online,Station Counter,,1,Not Inspected,0,None
TXN104952,PSG101205,Nadeesha Perera,2023-02-06T00:00:00,18:02,Monday,Colombo Fort - Negombo (Coastal Line local),3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Inspected,0,None
TXN104953,PSG100182,Saman Karunaratne,2023-02-06T00:00:00,18:44,Monday,Colombo Fort - Negombo (Coastal Line local),2nd Class,Student Concession,420,168,Online,Online,260.0,1,Inspected,0,None
TXN104963,PSG101670,Kavindi Wickramasinghe,2023-02-07T00:00:00,05:42,Tuesday,Colombo Fort - Jaffna,3rd Class,Full Fare,180,180,Online,Online,53.0,1,Not Inspected,0,None
TXN104958,PSG102103,Roshan Abeywardena,2023-02-07T00:00:00,10:56,Tuesday,Colombo Fort - Matara,2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN104959,PSG102786,Ashan Ekanayake,2023-02-07T00:00:00,11:23,Tuesday,Colombo Fort - Anuradhapura,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Inspected,0,None
TXN104962,PSG102401,Priyantha Kumara,2023-02-07T00:00:00,12:40,Tuesday,Colombo Fort - Anuradhapura,3rd Class,Student Concession,180,72,Online,Online,219.0,1,Not Inspected,0,None
TXN104956,PSG101329,Anushka Jayawardena,2023-02-07T00:00:00,12:44,Tuesday,Colombo Fort - Batticaloa,3rd Class,Senior Citizen Concession,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN104955,PSG102284,Lasith Bandara,2023-02-07T00:00:00,13:39,Tuesday,Colombo Fort - Vavuniya,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104960,PSG101068,Kavindi Perera,2023-02-07T00:00:00,14:48,Tuesday,Colombo Fort - Negombo (Coastal Line local),3rd Class,Full Fare,180,180,Online,Online,242.0,1,Inspected,0,None
TXN104957,PSG100265,Sithumini Jayawardena,2023-02-07T00:00:00,17:28,Tuesday,Colombo Fort - Anuradhapura,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN104964,PSG102896,Tharindu Rajapaksha,2023-02-07T00:00:00,20:02,Tuesday,Colombo Fort - Badulla,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Inspected,0,None
TXN104961,PSG101341,Tharindu de Zoysa,2023-02-07T00:00:00,20:41,Tuesday,Colombo Fort - Jaffna,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Inspected,0,None
TXN104969,PSG102987,Gayan Karunaratne,2023-02-08T00:00:00,05:45,Wednesday,Colombo Fort - Batticaloa,3rd Class,Full Fare,180,180,Online,Online,270.0,1,Not Inspected,0,None
TXN104968,PSG101637,Ashan Abeywardena,2023-02-08T00:00:00,09:32,Wednesday,Colombo Fort - Negombo (Coastal Line local),1st Class,Full Fare,950,950,Online,Online,121.0,1,Inspected,0,None
TXN104970,PSG102549,Gayan Gunawardena,2023-02-08T00:00:00,09:33,Wednesday,Colombo Fort - Galle,2nd Class,Senior Citizen Concession,420,210,Cash,Station Counter,,1,Not Inspected,0,None
TXN104976,PSG102885,Lasith Bandara,2023-02-08T00:00:00,09:34,Wednesday,Colombo Fort - Vavuniya,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN104971,PSG102764,Nimal Fernando,2023-02-08T00:00:00,12:44,Wednesday,Colombo Fort - Negombo (Coastal Line local),3rd Class,Full Fare,180,180,Online,Online,291.0,1,Not Inspected,0,None
TXN104973,PSG100171,Dilani Karunaratne,2023-02-08T00:00:00,12:55,Wednesday,Colombo Fort - Negombo (Coastal Line local),2nd Class,Season Ticket,420,210,Cash,Station Counter,,1,Inspected,0,None
TXN104967,PSG103066,Roshan Rathnayake,2023-02-08T00:00:00,13:54,Wednesday,Colombo Fort - Anuradhapura,2nd Class,Full Fare,420,420,Online,Online,78.0,1,Not Inspected,0,None
TXN104972,PSG100486,Ishara Weerasinghe,2023-02-08T00:00:00,14:38,Wednesday,Colombo Fort - Badulla,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104966,PSG102503,Ishara de Zoysa,2023-02-08T00:00:00,14:44,Wednesday,Colombo Fort - Batticaloa,3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Not Inspected,0,None
TXN104965,PSG101814,Sanduni de Zoysa,2023-02-08T00:00:00,15:41,Wednesday,Colombo Fort - Trincomalee,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104974,PSG102749,Chaminda Perera,2023-02-08T00:00:00,17:43,Wednesday,Colombo Fort - Negombo (Coastal Line local),3rd Class,Full Fare,180,180,Online,Online,188.0,1,Not Inspected,0,None
TXN104975,PSG102532,Nadeesha Ekanayake,2023-02-08T00:00:00,18:49,Wednesday,Colombo Fort - Anuradhapura,3rd Class,Senior Citizen Concession,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN104977,PSG101736,Sachini Wijesekara,2023-02-09T00:00:00,05:39,Thursday,Colombo Fort - Anuradhapura,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN104984,PSG102975,Nuwan de Zoysa,2023-02-09T00:00:00,10:12,Thursday,Maradana - Puttalam,3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Not Inspected,0,None
TXN104978,PSG100494,Ashan Kumara,2023-02-09T00:00:00,11:37,Thursday,Kandy - Badulla (Upcountry local),2nd Class,Full Fare,420,420,Cash,Station Counter,,1,Not Inspected,0,None
TXN104980,PSG103095,Roshan Perera,2023-02-09T00:00:00,12:19,Thursday,Colombo Fort - Galle,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN104983,PSG102472,Kamal Herath,2023-02-09T00:00:00,14:30,Thursday,Maradana - Puttalam,3rd Class,Senior Citizen Concession,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN104981,PSG101805,Kavindi Ekanayake,2023-02-09T00:00:00,20:13,Thursday,Colombo Fort - Ratnapura Line,2nd Class,Season Ticket,420,210,Online,Online,378.0,1,Not Inspected,0,None
TXN104982,PSG100462,Ashan Abeywardena,2023-02-09T00:00:00,20:36,Thursday,Colombo Fort - Anuradhapura,3rd Class,Season Ticket,180,90,Online,Online,14.0,1,Not Inspected,0,None
TXN104979,PSG100282,Yasas Bandara,2023-02-09T00:00:00,20:59,Thursday,Colombo Fort - Badulla,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Inspected,0,None
TXN104989,PSG100898,Chaminda Jayawardena,2023-02-10T00:00:00,07:26,Friday,Kandy - Badulla (Upcountry local),3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104985,PSG102941,Sanduni Bandara,2023-02-10T00:00:00,11:05,Friday,Colombo Fort - Kandy,2nd Class,Full Fare,420,420,Online,Online,,1,Inspected,1,Suspicious Resale
TXN104986,PSG101524,Chamara Herath,2023-02-10T00:00:00,13:32,Friday,Kandy - Badulla (Upcountry local),3rd Class,Season Ticket,180,90,Online,Online,177.0,1,Not Inspected,0,None
TXN104987,PSG101817,Gayan Weerasinghe,2023-02-10T00:00:00,14:07,Friday,Colombo Fort - Trincomalee,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104988,PSG101785,Malsha de Zoysa,2023-02-10T00:00:00,15:07,Friday,Colombo Fort - Jaffna,3rd Class,Government Employee Concession,180,99,Cash,Station Counter,,1,Inspected,1,Abnormal Concession Usage
TXN104994,PSG101129,Nimal Rajapaksha,2023-02-11T00:00:00,08:08,Saturday,Colombo Fort - Matara,3rd Class,Full Fare,180,180,Online,Online,140.0,1,Inspected,0,None
TXN104993,PSG102956,Anushka Jayawardena,2023-02-11T00:00:00,08:37,Saturday,Colombo Fort - Kandy,3rd Class,Senior Citizen Concession,180,81,Online,Online,234.0,1,Not Inspected,1,Abnormal Concession Usage
TXN104990,PSG101472,Piyumi Silva,2023-02-11T00:00:00,10:19,Saturday,Colombo Fort - Vavuniya,3rd Class,Full Fare,180,180,Online,Online,146.0,1,Inspected,0,None
TXN104991,PSG100938,Priyantha Wijesekara,2023-02-11T00:00:00,10:41,Saturday,Colombo Fort - Vavuniya,3rd Class,Senior Citizen Concession,180,90,Online,Online,,1,Not Inspected,1,Suspicious Resale
TXN104992,PSG102362,Dinesh Weerasinghe,2023-02-11T00:00:00,12:04,Saturday,Maradana - Puttalam,3rd Class,Season Ticket,180,90,Cash,Station Counter,,1,Not Inspected,0,None
TXN104995,PSG102108,Ishara Wickramasinghe,2023-02-11T00:00:00,16:30,Saturday,Colombo Fort - Galle,3rd Class,Full Fare,180,180,Cash,Station Counter,,1,Not Inspected,0,None
TXN104996,PSG103143,Sunil Fernando,2023-02-11T00:00:00,17:53,Saturday,Colombo Fort - Galle,3rd Class,Senior Citizen Concession,180,90,Cash,Station Counter,,1,Inspected,0,None
TXN105001,PSG100587,Nimal Wickramasinghe,2023-02-12T00:00:00,07:52,Sunday,Colombo Fort - Kandy,3rd Class,Student Concession,180,72,Cash,Station Counter,,1,Not Inspected,0,None
